Species	BAN001.A0101.SG1.1_10M	BAN001.A0102.SG1.4_10M	CDM019.A0101.SG1.1_10M	CDM019.A0102.SG1.4_10M	CDM020.A0101.SG1.1_10M	CDM020.A0102.SG1.4_10M	FUM001.A0101.SG1.1_10M	FUM001.A0102.SG1.4_10M	FUM002.A0101.SG1.1_10M	FUM002.A0102.SG1.5_10M	FUM003.A0101.SG1.1_10M	FUM003.A0102.SG1.4_10M	GDN001.A0101.SG1.1_10M	GDN001.A0102.SG1.3_10M	GOY005.A0101.SG1.2_10M	GOY005.A0103.SG1.4_10M	GOY006.A0101.SG1.2_10M	GOY006.A0102.SG1.5_10M	GUE001.A0101.SG1.1_10M	GUE001.A0102.SG1.4_10M	PES001.B0101.SG1.3_10M	PES001.B0102.SG1.5_10M	SPM002.A0101.SG1.1_10M	SPM002.A0103.SG1.4_10M	VLD001.A0101.SG1.1_10M	VLD001.A0102.SG1.2_10M	ZAF001.A0101.SG1.1_10M	ZAF001.A0103.SG1.4_10M	BAN001.A0101.SG1.1_10M_over50bp	BAN001.A0101.SG1.1_10M_under50bp	BAN001.A0102.SG1.4_10M_over50bp	BAN001.A0102.SG1.4_10M_under50bp	CDM019.A0101.SG1.1_10M_over50bp	CDM019.A0101.SG1.1_10M_under50bp	CDM019.A0102.SG1.4_10M_over50bp	CDM019.A0102.SG1.4_10M_under50bp	CDM020.A0101.SG1.1_10M_over50bp	CDM020.A0101.SG1.1_10M_under50bp	CDM020.A0102.SG1.4_10M_over50bp	CDM020.A0102.SG1.4_10M_under50bp	FUM001.A0101.SG1.1_10M_over50bp	FUM001.A0101.SG1.1_10M_under50bp	FUM001.A0102.SG1.4_10M_over50bp	FUM001.A0102.SG1.4_10M_under50bp	FUM002.A0101.SG1.1_10M_over50bp	FUM002.A0101.SG1.1_10M_under50bp	FUM002.A0102.SG1.5_10M_over50bp	FUM002.A0102.SG1.5_10M_under50bp	FUM003.A0101.SG1.1_10M_over50bp	FUM003.A0101.SG1.1_10M_under50bp	FUM003.A0102.SG1.4_10M_over50bp	FUM003.A0102.SG1.4_10M_under50bp	GDN001.A0101.SG1.1_10M_over50bp	GDN001.A0101.SG1.1_10M_under50bp	GDN001.A0102.SG1.3_10M_over50bp	GDN001.A0102.SG1.3_10M_under50bp	GOY005.A0101.SG1.2_10M_over50bp	GOY005.A0101.SG1.2_10M_under50bp	GOY005.A0103.SG1.4_10M_over50bp	GOY005.A0103.SG1.4_10M_under50bp	GOY006.A0101.SG1.2_10M_over50bp	GOY006.A0101.SG1.2_10M_under50bp	GOY006.A0102.SG1.5_10M_over50bp	GOY006.A0102.SG1.5_10M_under50bp	GUE001.A0101.SG1.1_10M_over50bp	GUE001.A0101.SG1.1_10M_under50bp	GUE001.A0102.SG1.4_10M_over50bp	GUE001.A0102.SG1.4_10M_under50bp	PES001.B0101.SG1.3_10M_over50bp	PES001.B0101.SG1.3_10M_under50bp	PES001.B0102.SG1.5_10M_over50bp	PES001.B0102.SG1.5_10M_under50bp	SPM002.A0101.SG1.1_10M_over50bp	SPM002.A0101.SG1.1_10M_under50bp	SPM002.A0103.SG1.4_10M_over50bp	SPM002.A0103.SG1.4_10M_under50bp	VLD001.A0101.SG1.1_10M_over50bp	VLD001.A0101.SG1.1_10M_under50bp	VLD001.A0102.SG1.2_10M_over50bp	VLD001.A0102.SG1.2_10M_under50bp	ZAF001.A0101.SG1.1_10M_over50bp	ZAF001.A0101.SG1.1_10M_under50bp	ZAF001.A0103.SG1.4_10M_over50bp	ZAF001.A0103.SG1.4_10M_under50bp
Eikenella halliae	0	0	140	86	1464	858	22	0	20	21	46	28	6	0	916	210	646	306	0	0	81	52	0	0	1	0	16	0	0	0	0	0	111	29	63	23	1173	291	611	247	8	14	0	0	13	7	11	10	28	18	12	16	6	0	0	0	569	347	108	102	392	254	139	167	0	0	0	0	63	18	33	19	0	0	0	0	0	1	0	0	15	1	0	0
Eikenella longinqua	0	0	854	511	227	124	10	1	13	16	21	4	2	0	276	56	171	59	0	0	38	19	0	0	3	0	0	0	0	0	0	0	682	172	353	158	177	50	88	36	8	2	0	1	11	2	6	10	12	9	2	2	2	0	0	0	177	99	24	32	111	60	31	28	0	0	0	0	29	9	14	5	0	0	0	0	0	3	0	0	0	0	0	0
Enterobacter hormaechei A	3	0	0	0	1	0	44	2	4	2	19	3	10	1	692	58	2	0	6	0	407	197	131	24	7	2	114	14	2	1	0	0	0	0	0	0	0	1	0	0	36	8	2	0	4	0	1	1	17	2	0	3	10	0	0	1	665	27	45	13	2	0	0	0	6	0	0	0	399	8	159	38	97	34	15	9	5	2	1	1	100	14	8	6
Epilithonimonas hispanica	3	4	0	0	0	1	204	36	1	5	34	16	4	5	13	12	11	8	9	1	1142	2132	157	29	27	17	46	30	2	1	2	2	0	0	0	0	0	0	0	1	180	24	26	10	1	0	4	1	31	3	10	6	4	0	4	1	10	3	9	3	11	0	6	2	9	0	1	0	1116	26	1957	175	146	11	17	12	19	8	13	4	34	12	17	13
Eubacterium B infirmum	1	3	279	452	99	185	20	15	108	97	22	11	17	26	71	62	101	88	4	0	248	303	0	0	67	32	8	3	1	0	0	3	247	32	364	88	88	11	143	42	20	0	8	7	52	56	49	48	10	12	3	8	9	8	14	12	42	29	34	28	75	26	53	35	4	0	0	0	194	54	225	78	0	0	0	0	52	15	11	21	8	0	2	1
Eubacterium M brachy	2	6	725	1234	191	364	54	7	19	46	17	6	16	26	28	24	68	53	1	0	23	41	3	1	24	19	59	21	2	0	5	1	525	200	820	414	137	54	266	98	45	9	2	5	14	5	27	19	17	0	5	1	14	2	22	4	19	9	16	8	49	19	32	21	1	0	0	0	19	4	31	10	3	0	0	1	20	4	13	6	59	0	9	12
Eubacterium N saphenum	1	2	4052	7221	952	1508	10	6	2	9	4	1	307	207	11	9	82	79	0	1	35	54	0	2	11	8	5	1	1	0	2	0	3562	490	5964	1257	766	186	1169	339	6	4	4	2	2	0	4	5	4	0	0	1	208	99	104	103	7	4	7	2	59	23	43	36	0	0	0	1	30	5	40	14	0	0	0	2	9	2	3	5	5	0	0	1
Exiguobacterium chiriqhucha	2	1	0	0	0	0	4	0	1	0	2	0	0	0	0	0	3	0	0	0	1	0	0	0	2194	649	10	2	2	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1615	579	296	353	5	5	1	1
Exiguobacterium A acetylicum	0	0	0	1	0	1	9	0	0	0	1	0	0	0	2	0	0	1	5	0	6	3	0	0	1138	448	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	5	0	0	0	6	0	2	1	0	0	0	0	811	327	196	252	0	0	0	1
Exiguobacterium A undae	0	0	1	0	0	0	1	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2021	524	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1524	497	261	263	1	0	1	0
F0058 sp000163695	0	1	26181	34994	23514	29559	760	259	683	894	30	35	104	76	2487	1644	1363	1551	0	0	4122	5001	1	0	428	235	32	16	0	0	0	1	21236	4945	25409	9585	18415	5099	21559	8000	257	503	87	172	305	378	338	556	13	17	10	25	58	46	34	42	1184	1303	669	975	768	595	670	881	0	0	0	0	2931	1191	2813	2188	1	0	0	0	240	188	96	139	24	8	9	7
F0058 sp905372135	0	0	11656	14214	16933	19612	108	37	266	356	13	16	37	58	993	585	681	746	0	0	711	811	0	0	74	34	11	4	0	0	0	0	9337	2319	10192	4022	13657	3276	14682	4930	50	58	9	28	96	170	132	224	5	8	3	13	22	15	27	31	515	478	247	338	376	305	320	426	0	0	0	0	493	218	454	357	0	0	0	0	39	35	11	23	8	3	3	1
F0058 sp905372605	0	0	3054	3924	6600	7953	13	12	56	63	3	3	12	12	165	94	136	146	0	0	87	128	0	0	14	7	11	1	0	0	0	0	2467	587	2858	1066	5282	1318	5964	1989	1	12	2	10	25	31	18	45	1	2	1	2	6	6	5	7	87	78	40	54	82	54	68	78	0	0	0	0	61	26	76	52	0	0	0	0	12	2	3	4	10	1	0	1
Fictibacillus barbaricus	8581	5198	0	0	0	0	3	1	2	1	3	1	0	0	184	128	5	4	6	0	0	0	4	0	1	0	2	4	7554	1027	3585	1613	0	0	0	0	0	0	0	0	3	0	1	0	1	1	1	0	3	0	1	0	0	0	0	0	165	19	103	25	5	0	1	3	6	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	1	4	0
Filifactor alocis	1	8	2524	4800	1655	2853	27	18	56	76	11	11	74	62	109	85	290	374	5	0	96	143	0	0	44	30	12	10	1	0	7	1	1964	560	3435	1365	1293	362	2151	702	25	2	5	13	37	19	33	43	6	5	4	7	28	46	28	34	54	55	37	48	188	102	160	214	5	0	0	0	82	14	90	53	0	0	0	0	38	6	14	16	12	0	5	5
Finegoldia sp910589545	1	0	0	1	0	0	48	14	5	13	3	4	0	1	14	6	280	247	1	0	0	0	6	0	7	2	3089	1212	1	0	0	0	0	0	1	0	0	0	0	0	44	4	10	4	3	2	10	3	3	0	4	0	0	0	0	1	13	1	4	2	243	37	193	54	1	0	0	0	0	0	0	0	6	0	0	0	6	1	0	2	2076	1013	645	567
Flavobacterium sp003497625	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	961	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	773	188	306	250	0	0	0	0
Flexilinea sp001717545	0	0	240612	168013	118490	77485	12910	1480	9388	5795	709	224	325268	76947	2225	628	38630	16097	0	0	119561	50148	0	4	45216	13566	69	33	0	0	0	0	216497	24115	132430	35583	104585	13905	59879	17606	7731	5179	762	718	6240	3148	3403	2392	434	275	102	122	252107	73161	41613	35334	1431	794	310	318	26333	12297	8368	7729	0	0	0	0	106717	12844	37150	12998	0	0	3	1	27041	18175	5657	7909	15	54	5	28
Fretibacterium fastidiosum	0	0	34918	16099	15165	7507	869	101	200	103	22	1	607	179	586	140	1231	573	1	0	1865	1149	0	0	147	40	14	4	0	0	0	0	29899	5019	11784	4315	12672	2493	5389	2118	355	514	45	56	112	88	46	57	10	12	0	1	371	236	83	96	292	294	56	84	694	537	240	333	1	0	0	0	1300	565	602	547	0	0	0	0	65	82	15	25	9	5	1	3
Fusobacterium animalis	0	1	167	625	114	341	18	10	4	21	5	8	6	5	209	316	57	154	2	1	12	42	15	0	5	4	23	21	0	0	1	0	125	42	448	177	81	33	245	96	7	11	4	6	0	4	6	15	3	2	6	2	6	0	2	3	100	109	164	152	39	18	74	80	2	0	1	0	11	1	27	15	15	0	0	0	5	0	2	2	23	0	15	6
Fusobacterium canifelinum	0	1	182	602	261	724	16	25	28	53	27	46	13	12	955	1365	375	918	0	0	69	201	0	0	7	6	12	4	0	0	0	1	132	50	418	184	187	74	520	204	1	15	11	14	12	16	27	26	12	15	24	22	9	4	6	6	523	432	636	729	237	138	454	464	0	0	0	0	50	19	114	87	0	0	0	0	2	5	1	5	6	6	2	2
Fusobacterium hwasookii	0	0	101	390	605	1652	38	27	67	102	136	162	2	0	3212	4486	711	1515	1	1	137	389	0	0	2	4	14	7	0	0	0	0	71	30	288	102	418	187	1187	465	18	20	15	12	28	39	36	66	75	61	67	95	0	2	0	0	1799	1413	2106	2380	429	282	728	787	1	0	1	0	89	48	216	173	0	0	0	0	2	0	1	3	11	3	6	1
Fusobacterium nucleatum	2	1	406	1452	466	1397	75	45	10	27	21	19	11	26	390	576	205	465	0	0	44	129	0	0	2	10	3	4	2	0	0	1	289	117	1006	446	325	141	918	479	16	59	13	32	4	6	9	18	11	10	8	11	4	7	9	17	212	178	283	293	115	90	201	264	0	0	0	0	33	11	69	60	0	0	0	0	1	1	5	5	3	0	3	1
Fusobacterium nucleatum D	0	0	127	452	334	908	16	12	15	33	21	29	2	0	576	908	214	521	0	0	43	98	0	0	6	8	20	6	0	0	0	0	93	34	322	130	229	105	625	283	9	7	3	9	11	4	13	20	9	12	12	17	0	2	0	0	311	265	473	435	120	94	254	267	0	0	0	0	32	11	52	46	0	0	0	0	5	1	2	6	20	0	4	2
Fusobacterium nucleatum E	0	0	42	165	71	186	10	11	5	15	10	7	0	5	216	287	65	164	0	0	16	42	1	0	1	2	2	6	0	0	0	0	28	14	129	36	51	20	131	55	3	7	4	7	2	3	5	10	5	5	3	4	0	0	4	1	123	93	138	149	40	25	96	68	0	0	0	0	8	8	25	17	1	0	0	0	1	0	2	0	2	0	5	1
Fusobacterium nucleatum J	0	1	58	235	75	195	13	5	2	13	5	6	0	5	182	233	55	137	0	0	20	34	3	0	0	5	15	7	0	0	1	0	43	15	164	71	52	23	137	58	8	5	0	5	1	1	5	8	4	1	3	3	0	0	3	2	100	82	114	119	34	21	62	75	0	0	0	0	13	7	22	12	3	0	0	0	0	0	4	1	7	8	4	3
Fusobacterium periodonticum	0	1	42	125	52	169	10	7	7	23	17	22	0	0	708	902	123	292	0	0	18	57	0	0	2	2	10	8	0	0	1	0	31	11	90	35	39	13	121	48	4	6	4	3	3	4	12	11	13	4	10	12	0	0	0	0	407	301	459	443	77	46	131	161	0	0	0	0	10	8	36	21	0	0	0	0	2	0	0	2	9	1	6	2
Fusobacterium polymorphum	0	1	221	707	441	1172	33	11	34	42	13	26	63	60	526	753	175	468	0	0	34	103	0	3	7	7	63	20	0	0	0	1	172	49	514	193	311	130	839	333	21	12	5	6	19	15	18	24	9	4	10	16	42	21	34	26	315	211	377	376	106	69	231	237	0	0	0	0	16	18	62	41	0	0	1	2	4	3	3	4	57	6	14	6
Fusobacterium sp000235465	0	1	45	160	53	132	2	10	6	22	9	16	2	1	371	585	104	197	0	0	9	41	0	0	2	7	7	2	0	0	0	1	32	13	116	44	38	15	88	44	1	1	6	4	2	4	10	12	7	2	8	8	0	2	0	1	200	171	313	272	64	40	95	102	0	0	0	0	8	1	15	26	0	0	0	0	1	1	4	3	5	2	2	0
Fusobacterium vincentii	1	1	109	331	94	307	23	20	12	20	22	9	0	2	242	343	92	189	6	0	18	55	5	6	4	3	15	13	1	0	0	1	74	35	231	100	57	37	215	92	18	5	9	11	8	4	11	9	20	2	2	7	0	0	2	0	149	93	174	169	50	42	104	85	6	0	0	0	9	9	38	17	5	0	3	3	4	0	2	1	10	5	10	3
GN02-872 sp003260325	1	0	2	22	1642	4378	0	0	9	23	0	0	0	0	35	40	7	10	0	0	2	2	0	0	0	1	0	1	1	0	0	0	1	1	18	4	1253	389	3296	1082	0	0	0	0	2	7	9	14	0	0	0	0	0	0	0	0	15	20	18	22	5	2	6	4	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0
GN02-873 sp003260345	0	0	2	7	520	725	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	4	423	97	541	184	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella morbillorum	0	8	127	363	2713	7133	570	153	898	1770	34	33	7	17	2378	2754	5710	7759	0	0	2348	3880	0	0	37	26	98	38	0	0	6	2	99	28	268	95	2224	489	5700	1433	454	116	107	46	558	340	1076	694	24	10	18	15	7	0	12	5	1469	909	1372	1382	4300	1410	4595	3164	0	0	0	0	2118	230	3136	744	0	0	0	0	31	6	18	8	89	9	23	15
Gemella sanguinis	11	15	0	3	29	78	73	29	11	38	16	14	0	1	41	58	116	134	5	0	60	102	7	5	6	8	441	187	11	0	7	8	0	0	3	0	25	4	66	12	64	9	24	5	7	4	19	19	15	1	9	5	0	0	1	0	25	16	30	28	94	22	71	63	5	0	0	0	53	7	87	15	7	0	3	2	6	0	7	1	409	32	130	57
Gemmobacter sp003509785	0	0	0	0	0	1	2	0	1	0	3	0	0	0	1	0	0	1	0	0	1	0	0	0	1940	282	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1391	549	123	159	2	0	0	0
Gramella sp009735695	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	24	11	1229	52	0	0	6	1	333	29	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	2	11	0	1142	87	42	10	0	0	0	0	2	4	0	1	281	52	20	9	5	0	1	2
Granulicatella adiacens	2	1	21	63	488	900	28	6	51	83	20	16	0	3	185	162	61	78	12	1	135	213	12	2	16	7	98	32	1	1	0	1	18	3	45	18	397	91	695	205	16	12	5	1	26	25	39	44	12	8	11	5	0	0	2	1	104	81	73	89	50	11	41	37	12	0	1	0	112	23	140	73	12	0	1	1	14	2	3	4	79	19	20	12
Granulicatella sp905371865	0	0	21	28	299	429	3	1	41	53	6	5	3	1	83	90	25	43	3	0	90	78	1	2	1	0	21	4	0	0	0	0	15	6	26	2	234	65	311	118	3	0	1	0	24	17	22	31	5	1	5	0	0	3	1	0	47	36	40	50	21	4	15	28	3	0	0	0	68	22	55	23	1	0	1	1	1	0	0	0	18	3	4	0
H1 sp001653155	0	0	1879	2082	2874	3290	97	27	565	614	6	4	357	166	1364	822	441	439	4	0	1344	1453	0	0	278	114	0	1	0	0	0	0	1599	280	1616	466	2335	539	2485	805	74	23	5	22	306	259	280	334	1	5	1	3	305	52	96	70	689	675	352	470	274	167	187	252	4	0	0	0	1053	291	897	556	0	0	0	0	171	107	41	73	0	0	0	1
HOT-345 sp003260355	0	0	243	403	1217	1907	69	19	62	98	15	15	0	0	62	42	56	88	0	0	27	47	0	0	3	5	1	0	0	0	0	0	202	41	320	83	1019	198	1486	421	24	45	8	11	32	30	44	54	8	7	6	9	0	0	0	0	46	16	17	25	34	22	49	39	0	0	0	0	22	5	30	17	0	0	0	0	3	0	3	2	1	0	0	0
HOT-345 sp013333605	0	4	18	40	794	1461	4	2	12	12	29	21	0	0	164	155	74	86	1	0	9	16	1	0	3	0	1	0	0	0	3	1	15	3	33	7	650	144	1123	338	4	0	1	1	7	5	9	3	14	15	9	12	0	0	0	0	85	79	75	80	51	23	37	49	1	0	0	0	5	4	9	7	1	0	0	0	3	0	0	0	1	0	0	0
Hornefia minuta	0	0	77690	87871	22448	25251	809	210	2990	2803	175	84	40910	17351	2213	1197	7431	5992	0	0	32353	26363	0	2	20126	9853	7	5	0	0	0	0	65266	12424	65556	22315	17636	4812	18116	7135	417	392	96	114	1689	1301	1496	1307	101	74	37	47	30661	10249	9177	8174	1030	1183	456	741	4590	2841	2746	3246	0	0	0	0	27398	4955	18442	7921	0	0	1	1	11295	8831	3919	5934	2	5	0	5
Hornefia nodata	1	1	752	1622	355	744	49	6	82	126	4	10	320	271	36	33	121	129	0	0	207	297	0	0	77	38	27	5	1	0	1	0	617	135	1265	357	304	51	603	141	46	3	4	2	50	32	80	46	1	3	7	3	211	109	128	143	23	13	11	22	90	31	73	56	0	0	0	0	163	44	213	84	0	0	0	0	57	20	22	16	25	2	0	5
Ideonella sp018780145	0	0	3	1	2	3	6	2	3	2	6468	1620	5	2	9	2	10	3	11	1	2	2	0	0	9	0	21	0	0	0	0	0	3	0	0	1	2	0	1	2	6	0	2	0	2	1	0	2	6003	465	1179	441	5	0	1	1	6	3	1	1	5	5	1	2	0	11	1	0	1	1	1	1	0	0	0	0	6	3	0	0	14	7	0	0
Inhella sp017302655	0	0	0	1	1	0	7	0	4	1	1263	366	0	0	14	1	9	1	1	0	3	2	5	0	7	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5	2	0	0	4	0	0	1	1112	151	230	136	0	0	0	0	8	6	1	0	2	7	1	0	0	1	0	0	2	1	2	0	5	0	0	0	6	1	0	1	0	0	0	0
JAAYOR01 sp012520235	0	0	572	321	196	124	7	0	4	2	0	0	29	11	8	2	13	9	0	0	33	25	0	0	3	1	0	0	0	0	0	0	468	104	230	91	161	35	85	39	0	7	0	0	3	1	0	2	0	0	0	0	25	4	5	6	3	5	1	1	7	6	4	5	0	0	0	0	26	7	14	11	0	0	0	0	3	0	0	1	0	0	0	0
JABCPE02 sp013333255	1	2	32	77	693	1131	292	103	256	376	4403	2539	4	0	3854	2496	467	498	0	0	1832	1914	1	3	6	7	21	11	1	0	1	1	27	5	64	13	587	106	916	215	173	119	54	49	144	112	211	165	2828	1575	1259	1280	4	0	0	0	2576	1278	1374	1122	315	152	280	218	0	0	0	0	1672	160	1543	371	1	0	2	1	3	3	2	5	16	5	5	6
JABCPE02 sp013333875	0	2	35	63	746	1364	426	167	392	501	5901	3528	21	13	5411	3625	692	726	1	0	2586	2740	0	2	5	9	15	6	0	0	1	1	26	9	47	16	597	149	1128	236	275	151	98	69	233	159	287	214	3701	2200	1771	1757	20	1	11	2	3647	1764	1939	1686	483	209	374	352	1	0	0	0	2369	217	2238	502	0	0	1	1	4	1	6	3	13	2	4	2
JACDBD01 sp013695115	0	0	4	3	0	0	249	26	9	3	26	6	58	3	9	1	429	80	325	5	42	23	4	1	7	0	82	2	0	0	0	0	4	0	2	1	0	0	0	0	208	41	17	9	5	4	1	2	24	2	4	2	58	0	3	0	6	3	0	1	305	124	45	35	313	12	4	1	40	2	21	2	2	2	1	0	6	1	0	0	49	33	2	0
JACPAU01 sp016180705	3	0	50	22	21	12	301	33	21	5	405	113	157	1	0	0	1	0	75	3	213	98	0	0	1	1	18	1	3	0	0	0	42	8	13	9	17	4	11	1	213	88	18	15	19	2	3	2	360	45	84	29	157	0	1	0	0	0	0	0	1	0	0	0	72	3	2	1	197	16	77	21	0	0	0	0	0	1	0	1	13	5	1	0
JACPRY01 sp016193565	0	0	6	6	5	0	415	92	6	2	1491	394	37	3	1	0	4	0	47	0	3	3	0	0	5	0	0	0	0	0	0	0	6	0	5	1	2	3	0	0	337	78	65	27	5	1	2	0	1348	143	283	111	37	0	2	1	1	0	0	0	4	0	0	0	47	0	0	0	2	1	3	0	0	0	0	0	4	1	0	0	0	0	0	0
Janibacter hoylei	7	0	1	3	5	1	116	3	16	4	75	5	35	1	878	22	102	10	34	3	11	2	48	0	17	2	35	2	5	2	0	0	1	0	3	0	5	0	0	1	93	23	2	1	10	6	2	2	66	9	1	4	31	4	1	0	823	55	13	9	95	7	8	2	33	1	3	0	8	3	2	0	39	9	0	0	11	6	1	1	29	6	1	1
Janthinobacterium psychrotolerans	4	3	3	0	5	2	58	4	3	0	5	4	8	0	6	2	6	2	9	0	2616	764	0	0	21	3	10	0	4	0	3	0	1	2	0	0	4	1	0	2	48	10	3	1	3	0	0	0	4	1	2	2	8	0	0	0	6	0	1	1	3	3	1	1	4	5	0	0	2519	97	649	115	0	0	0	0	13	8	3	0	10	0	0	0
Janthinobacterium sp002250505	1	0	1	1	2	2	61	3	1	0	5	1	13	0	3	1	2	1	8	0	1505	420	0	0	9	1	0	2	1	0	0	0	1	0	1	0	1	1	2	0	24	37	1	2	0	1	0	0	5	0	1	0	3	10	0	0	1	2	0	1	1	1	0	1	8	0	0	0	1461	44	364	56	0	0	0	0	7	2	0	1	0	0	1	1
Janthinobacterium sp002878455	6	2	6	4	2	0	18	2	0	1	45	30	4	0	3	1	2	0	8	0	4931	1256	0	0	29	7	1	0	4	2	1	1	4	2	3	1	2	0	0	0	14	4	0	2	0	0	0	1	31	14	22	8	4	0	0	0	2	1	1	0	1	1	0	0	8	0	0	0	4751	180	1029	227	0	0	0	0	27	2	5	2	0	1	0	0
Janthinobacterium sp014200725	0	0	0	2	2	1	1490	161	1	0	7	3	1	0	2	0	0	0	2	0	61	22	0	0	2	0	1	0	0	0	0	0	0	0	2	0	1	1	1	0	1024	466	97	64	0	1	0	0	7	0	2	1	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	55	6	17	5	0	0	0	0	0	2	0	0	1	0	0	0
Johnsonella ignava	0	0	5664	15806	7742	16062	12288	2780	863	1153	120	71	735	578	8161	5106	13584	13589	0	0	19962	23467	0	0	328	216	58	74	0	0	0	0	4823	841	12758	3048	6278	1464	12671	3391	8945	3343	1753	1027	593	270	738	415	71	49	34	37	520	215	350	228	6010	2151	2939	2167	10306	3278	8055	5534	0	0	0	0	18053	1909	18631	4836	0	0	0	0	241	87	116	100	17	41	18	56
Johnsonella sp900766185	0	1	1992	4845	13996	27807	327	90	797	1347	65	44	30	35	1143	820	2101	1951	3	0	2223	2743	0	3	50	42	67	21	0	0	0	1	1712	280	3891	954	11316	2680	21755	6052	220	107	56	34	487	310	793	554	33	32	20	24	21	9	20	15	819	324	485	335	1650	451	1283	668	3	0	0	0	1960	263	2143	600	0	0	1	2	37	13	29	13	58	9	13	8
Johnsonella sp905373785	0	1	744	1605	5632	10728	240	68	409	556	30	24	0	8	682	425	1678	1649	0	1	1016	1284	0	0	27	23	2	1	0	0	0	1	626	118	1296	309	4633	999	8446	2282	166	74	45	23	250	159	311	245	18	12	13	11	0	0	4	4	526	156	228	197	1339	339	1051	598	0	0	1	0	896	120	1011	273	0	0	0	0	24	3	14	9	2	0	1	0
Kaistella haifensis	7	3	0	0	1	0	65	21	2	1	20	6	5	3	29	9	1579	889	15	2	4	2	37	4	5	1	29	7	5	2	1	2	0	0	0	0	1	0	0	0	65	0	17	4	1	1	1	0	13	7	3	3	5	0	2	1	25	4	4	5	1432	147	707	182	15	0	2	0	4	0	1	1	37	0	4	0	3	2	1	0	21	8	1	6
Kingella A denitrificans	2	1	19	17	592	392	37	3	76	49	31	6	0	0	1300	391	172	83	0	0	113	50	1	0	12	1	17	4	0	2	1	0	14	5	12	5	465	127	259	133	21	16	2	1	32	44	20	29	17	14	3	3	0	0	0	0	674	626	158	233	106	66	45	38	0	0	0	0	89	24	26	24	0	1	0	0	10	2	1	0	6	11	4	0
Kinneretia sp013824165	1	0	2	0	0	1	1	0	0	0	27	10	1	0	5	0	2	1	2	0	4	0	0	0	999	199	1	1	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	19	8	7	3	1	0	0	0	2	3	0	0	2	0	1	0	2	0	0	0	4	0	0	0	0	0	0	0	729	270	81	118	0	1	0	1
Klebsiella grimontii	3	0	1	0	0	1	55	4	3	1	12	2	2	3	1957	147	17	2	6	0	2959	1463	44	1	32	4	18	4	3	0	0	0	1	0	0	0	0	0	0	1	51	4	2	2	1	2	0	1	9	3	1	1	2	0	0	3	1832	125	112	35	16	1	0	2	3	3	0	0	2879	80	1219	244	43	1	1	0	27	5	4	0	15	3	3	1
Kocuria palustris	68	10	2	1	3	4	3771	126	45	2	2320	412	53	6	158	11	854	194	93	2	37	13	322	18	117	32	895	96	43	25	1	9	2	0	0	1	3	0	1	3	3330	441	79	47	35	10	2	0	2087	233	260	152	41	12	3	3	140	18	7	4	696	158	105	89	86	7	0	2	35	2	11	2	300	22	6	12	85	32	15	17	666	229	50	46
Kocuria rhizophila	3	0	4	4	4	3	1513	67	17	7	157	38	39	6	241	15	140	18	82	3	9	5	62	3	25	3	213	17	1	2	0	0	2	2	4	0	1	3	2	1	1370	143	44	23	14	3	3	4	132	25	24	14	33	6	2	4	218	23	11	4	126	14	14	4	81	1	1	2	9	0	3	2	37	25	0	3	19	6	2	1	161	52	11	6
