Species	BAN001.A0101.SG1.1_10M	BAN001.A0102.SG1.4_10M	CDM019.A0101.SG1.1_10M	CDM019.A0102.SG1.4_10M	CDM020.A0101.SG1.1_10M	CDM020.A0102.SG1.4_10M	FUM001.A0101.SG1.1_10M	FUM001.A0102.SG1.4_10M	FUM002.A0101.SG1.1_10M	FUM002.A0102.SG1.5_10M	FUM003.A0101.SG1.1_10M	FUM003.A0102.SG1.4_10M	GDN001.A0101.SG1.1_10M	GDN001.A0102.SG1.3_10M	GOY005.A0101.SG1.2_10M	GOY005.A0103.SG1.4_10M	GOY006.A0101.SG1.2_10M	GOY006.A0102.SG1.5_10M	GUE001.A0101.SG1.1_10M	GUE001.A0102.SG1.4_10M	PES001.B0101.SG1.3_10M	PES001.B0102.SG1.5_10M	SPM002.A0101.SG1.1_10M	SPM002.A0103.SG1.4_10M	VLD001.A0101.SG1.1_10M	VLD001.A0102.SG1.2_10M	ZAF001.A0101.SG1.1_10M	ZAF001.A0103.SG1.4_10M
Rubrivivax sp016789955	1	0	2	0	1	2	5	0	0	0	13	6	10	0	2	0	3	0	13	0	0	2	0	0	4	0	3	0
Rubrivivax sp016790225	1	0	4	2	3	3	9	0	1	1	105	28	6	0	31	4	21	7	1	0	10	2	0	0	7	2	1	0
Rubrivivax sp016790395	0	0	1	0	2	1	1	0	2	0	28	13	4	1	11	0	6	0	8	0	4	0	0	0	3	0	3	0
Rubrivivax sp016790425	0	0	3	0	4	0	0	0	5	1	9	5	9	0	2	1	1	1	3	0	1	0	0	0	1	0	0	1
Rubrivivax sp016790435	0	0	1	0	1	1	0	0	0	0	47	11	3	1	8	1	2	3	18	0	5	1	1	0	3	0	4	1
Rubrivivax sp017302495	0	0	4	1	2	1	2	0	3	1	54	17	11	1	38	9	14	2	9	0	11	5	1	0	2	1	9	0
Rubrivivax sp017302505	0	0	2	1	2	3	7	0	2	0	42	31	0	1	11	3	6	1	6	1	1	5	3	0	12	2	10	1
Rubrivivax sp018240325	0	0	1	0	5	1	7	1	4	3	11	7	36	4	10	1	6	4	7	0	7	2	0	0	4	1	8	0
Rubrivivax sp018241895	0	0	3	2	5	4	9	0	2	2	27	9	1	0	12	2	13	4	3	0	9	1	0	0	2	0	1	0
Rubrivivax sp018261815	0	0	1	0	2	2	3	0	1	0	3	6	1	0	10	2	2	2	4	0	1	0	2	0	3	0	10	3
Rubrivivax sp018780805	1	0	0	1	5	2	9	0	1	2	269	65	4	1	14	0	9	1	7	1	2	2	0	0	13	3	5	0
Rubrivivax sp018971105	0	0	2	0	8	1	0	0	4	0	20	7	4	1	4	0	5	0	7	0	4	1	0	0	3	2	5	0
Rubrivivax sp903822435	2	1	1	1	2	0	6	0	3	2	13	8	8	2	18	4	9	6	4	0	7	2	0	0	3	0	2	0
Rubrivivax sp903828235	0	0	3	0	9	3	3	0	6	0	19	5	22	0	3	0	5	1	6	1	2	4	0	0	3	1	4	2
Rubrivivax sp903834645	0	0	3	3	9	1	5	0	1	0	15	3	0	0	5	0	3	0	6	0	1	0	0	0	3	1	2	0
Rubrivivax sp903876715	0	0	2	0	4	3	1	0	3	0	34	9	5	0	7	2	8	0	7	0	2	3	1	0	4	1	7	1
Rubrivivax sp903885585	0	0	4	0	7	7	6	0	2	2	18	8	4	0	14	1	4	4	0	0	1	1	0	1	3	0	3	0
Rubrivivax sp903914615	0	0	1	0	4	5	2	2	4	1	21	6	2	1	3	1	5	1	10	0	2	0	2	1	4	3	2	0
Rubrivivax sp903938815	0	0	3	0	5	2	0	0	0	1	20	10	5	8	2	1	3	2	7	0	5	0	2	0	8	1	9	1
Rubrivivax sp904426505	0	0	3	0	3	4	5	1	1	1	11	11	0	2	6	2	6	2	9	0	3	4	1	1	5	2	2	0
Rubrobacter indicoceani	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	7	0	2	0	0	0	1	0	3	0
Rubrobacter radiotolerans	0	0	2	1	0	2	0	0	1	0	1	1	0	0	2	0	1	2	1	1	0	0	0	0	2	0	0	0
Rubrobacter A aplysinae	1	2	1	0	2	0	4	0	3	2	3	0	12	0	0	0	2	1	11	0	2	0	1	1	0	1	3	1
Rubrobacter A sp013695915	0	1	4	2	4	0	4	0	1	0	0	1	6	0	0	0	1	0	4	0	0	0	0	0	0	1	6	0
Rubrobacter B xylanophilus	0	0	5	1	2	7	8	1	10	1	0	0	4	1	1	1	4	1	5	0	2	3	2	0	4	0	7	0
Rubrobacter B xylanophilus A	0	0	3	1	2	0	3	0	0	3	0	0	5	0	0	0	2	0	2	0	1	0	0	0	0	0	7	0
Rubrobacter C taiwanensis	0	0	2	2	2	1	4	0	2	0	4	1	3	0	0	0	1	1	2	0	5	1	0	0	3	0	1	1
Rudaea cellulosilytica	0	0	0	0	0	0	0	0	1	2	1	1	7	1	2	0	0	0	5	0	1	0	0	0	0	1	4	1
Rudaea sp005503555	3	0	1	0	4	1	31	1	2	0	6	0	8	1	3	0	2	0	14	0	3	3	5	0	1	1	4	2
Rudaea sp005877675	0	0	1	1	0	1	5	0	3	1	5	2	0	0	1	1	0	1	0	0	0	0	0	0	2	0	3	0
Rudaea sp018240465	0	0	1	0	0	0	0	0	1	1	3	3	12	0	0	0	0	1	0	0	2	0	2	0	1	0	0	0
Rudaea sp018240485	0	0	2	1	1	0	0	0	1	2	1	0	2	0	1	0	1	0	2	0	3	1	0	0	0	1	4	0
Rudaea sp018240505	2	0	0	0	5	0	1	1	2	1	0	1	2	1	1	1	3	0	3	0	0	1	1	0	1	0	1	0
Rudaea sp018240545	0	0	0	0	1	1	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Rudaea sp018240565	0	0	3	1	2	0	0	0	3	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	7	1
Rudaea sp018240765	0	0	1	0	1	0	0	0	0	0	19	8	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
Rudaea sp018241165	0	0	0	0	1	1	0	1	2	0	3	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0
Rudaea sp018969845	0	0	0	1	2	0	0	0	0	0	3	0	3	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1
Rudaeicoccus suwonensis	0	0	5	1	5	1	5	0	8	3	1	0	25	5	5	0	5	4	3	0	10	5	0	0	4	0	1	0
Rudanella lutea	0	0	0	0	0	0	0	0	2	0	1	0	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Rudanella paleaurantiibacter	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rudanella sp004292855	1	0	2	0	0	0	2	0	2	2	1	0	0	0	3	0	0	0	0	0	0	1	0	0	2	0	0	1
Ruegeria arenilitoris	0	0	0	0	0	1	0	0	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
Ruegeria arenilitoris A	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruegeria arenilitoris B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	2	0	0	0
Ruegeria arenilitoris C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Ruegeria arenilitoris D	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ruegeria arenilitoris E	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruegeria arenilitoris F	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ruegeria atlantica	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Ruegeria atlantica A	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1
Ruegeria atlantica B	0	0	0	0	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruegeria atlantica C	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Ruegeria atlantica D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	4	0	0	0	0	0	0	0	0	0	1	0
Ruegeria atlantica E	0	0	0	0	1	0	0	0	0	0	0	2	0	0	4	2	0	0	1	0	3	0	0	0	0	0	1	0
Ruegeria atlantica F	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruegeria conchae	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Ruegeria denitrificans	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Ruegeria faecimaris	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Ruegeria haliotis	0	0	1	0	0	0	5	0	2	0	1	0	0	0	1	0	1	1	1	0	0	0	19	0	1	0	4	0
Ruegeria halocynthiae	0	0	4	1	1	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Ruegeria halocynthiae B	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
Ruegeria intermedia	0	0	0	0	0	2	0	0	1	0	1	0	1	1	0	0	1	0	7	0	1	0	0	0	1	0	0	0
Ruegeria lacuscaerulensis	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
Ruegeria lacuscaerulensis A	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruegeria lacuscaerulensis B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Ruegeria lacuscaerulensis C	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
Ruegeria marisrubri	0	0	0	0	3	1	3	0	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Ruegeria meonggei	0	0	2	0	2	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0
Ruegeria profundi	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruegeria sediminis	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
Ruegeria sp000158135	0	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
Ruegeria sp000813985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0
Ruegeria sp000814005	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Ruegeria sp001238295	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
Ruegeria sp003318255	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Ruegeria sp003443535	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruegeria sp009363615	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
Ruegeria sp013031405	0	0	0	1	0	0	0	0	1	1	4	3	5	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0
Ruegeria sp013033515	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	1	0	0
Ruegeria sp013111185	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Ruegeria sp013112245	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	4	1	0	0	1	1	0	0	0	2	1	0
Ruegeria sp017743975	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruegeria sp017743995	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	1	0
Ruegeria sp017872555	0	0	0	3	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Ruegeria sp900143525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ruegeria sp900313035	0	0	0	0	2	1	0	0	1	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0
Ruegeria sp903914075	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
Ruegeria B marina	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	3	2	0	0	3	1	0	0	1	0	2	0
Ruegeria B pomeroyi	0	0	4	2	1	1	0	0	1	0	1	0	0	0	0	0	0	0	6	0	1	1	0	0	0	0	0	0
Ruegeria B sp010500245	0	0	2	0	0	1	0	0	0	0	4	1	4	0	2	0	0	0	1	0	2	1	0	0	0	0	0	0
Ruegeria E litorea	0	0	0	0	1	0	1	0	1	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
Ruegeria E mediterranea	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	1	0	0	0	0	0	0
Ruegeria E sp017743935	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruegeria E sp900537075	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0
Rufibacter glacialis	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Rufibacter immobilis	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1
Rufibacter latericius	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Rufibacter radiotolerans	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rufibacter roseus	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0
Rufibacter ruber	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Rufibacter sediminis	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0
Rufibacter sp008271695	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
Rufibacter sp013623775	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rufibacter sp014876185	0	0	1	0	0	1	0	0	0	0	0	0	4	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0
Rufibacter sp016924645	0	0	0	1	2	2	0	0	1	1	0	0	0	0	1	1	0	0	5	0	0	0	0	0	3	2	0	0
Rufibacter sp017355955	0	0	0	1	0	0	0	0	1	1	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1
Rufibacter sp017916365	0	0	1	0	0	0	0	1	3	1	0	1	0	0	1	1	3	1	0	0	3	4	0	0	0	0	0	0
Rufibacter tibetensis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruficoccus amylovorans	0	0	2	2	1	0	0	0	2	0	3	0	0	0	1	1	1	0	0	0	3	4	0	0	0	1	0	0
Rugamonas rubra	2	0	5	1	2	1	0	0	5	1	10	2	5	1	0	3	2	0	6	0	5	7	1	0	6	2	5	1
Rugamonas sp013284265	0	0	4	3	5	3	5	0	2	0	28	11	0	0	3	2	3	0	5	0	12	4	0	0	5	2	3	1
Rugamonas sp016461825	0	0	3	0	2	2	0	1	1	0	9	8	3	0	2	0	2	2	2	1	10	4	0	0	6	0	3	0
Rugosibacter aromaticivorans	0	0	1	3	37	31	2	0	2	3	17	8	0	1	3	2	6	1	1	0	1	2	2	0	0	2	4	0
Rugosibacter sp002422995	1	0	0	0	0	1	41	2	2	0	9	3	0	0	1	0	1	0	7	0	0	0	0	0	0	0	0	0
Rugosibacter sp002424865	0	0	5	3	3	2	20	3	5	3	6	3	0	0	4	0	2	3	2	0	1	2	0	0	0	0	0	0
Rugosibacter sp002842395	2	0	7	1	3	2	0	0	1	0	33	6	0	0	3	1	0	0	2	1	4	2	0	0	0	0	2	0
Rugosibacter sp004322535	0	0	0	0	3	1	0	0	3	1	15	5	0	0	1	0	1	0	0	0	2	0	0	1	0	0	0	0
Rugosibacter sp011620215	0	0	4	0	6	2	6	0	3	0	22	8	0	0	4	1	0	1	0	0	0	0	0	0	2	0	0	0
Rugosibacter sp016235025	0	0	5	4	3	4	2	0	5	1	194	59	0	0	4	2	7	3	0	0	0	2	0	0	1	0	2	0
Rugosimonospora africana	0	0	3	1	8	5	3	0	6	2	4	3	14	3	3	1	14	1	4	0	9	6	0	0	8	1	11	1
Rugosimonospora sp005885115	1	0	0	1	3	0	0	0	2	2	1	0	0	0	0	0	4	1	6	0	4	1	0	0	0	0	0	0
Rugosimonospora sp005885555	2	0	7	2	3	2	3	0	7	3	5	2	22	1	2	0	2	1	1	0	10	1	0	0	2	0	5	0
RumEn-M2 sp001421175	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0
RumEn-M2 sp002502965	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RumEn-M2 sp002506255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RumEn-M2 sp012522645	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium cellobioparum	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium cellulolyticum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium herbifermentans	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium hungatei	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0
Ruminiclostridium josui	0	0	0	2	0	1	0	1	2	2	0	0	0	1	3	0	1	0	0	0	1	0	0	0	0	0	0	0
Ruminiclostridium papyrosolvens	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0
Ruminiclostridium papyrosolvens A	0	0	0	0	1	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ruminiclostridium sp000244875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Ruminiclostridium sufflavum	0	0	3	0	1	1	4	0	0	1	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0
Ruminiclostridium termitidis	0	0	4	4	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
Ruminiclostridium D cellulosi	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium D sp002306975	0	0	0	0	0	3	0	0	0	1	0	0	9	0	1	1	0	1	2	0	1	0	0	0	0	0	0	0
Ruminiclostridium E siraeum	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	0
Ruminiclostridium E sp002363155	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium E sp002437415	0	0	1	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium E sp003508605	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0
Ruminiclostridium E sp003512525	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0
Ruminiclostridium E sp009776305	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0
Ruminiclostridium E sp009777155	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Ruminiclostridium E sp009777415	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium E sp009777445	0	0	0	1	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
Ruminiclostridium E sp009777835	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium E sp009778065	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Ruminiclostridium E sp009778605	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Ruminiclostridium E sp009781425	0	0	0	2	0	1	0	0	2	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
Ruminiclostridium E sp009782265	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	1
Ruminiclostridium E sp009783205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Ruminiclostridium E sp009783695	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Ruminiclostridium E sp009784765	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
Ruminiclostridium E sp009784825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium E sp009786985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium E sp014796735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Ruminiclostridium E sp014799325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
Ruminiclostridium E sp014799365	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0
Ruminiclostridium E sp015067025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Ruminiclostridium E sp016282095	0	0	2	1	1	1	0	0	0	0	0	0	4	0	1	1	0	0	0	0	2	2	0	0	0	1	0	0
Ruminiclostridium E sp016297165	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium E sp016302655	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Ruminiclostridium E sp017395555	0	0	0	0	2	0	4	0	3	1	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0
Ruminiclostridium E sp017408635	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium E sp017458655	0	0	1	1	1	1	0	0	1	2	0	0	1	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0
Ruminiclostridium E sp017465545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium E sp017479645	0	0	5	7	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0
Ruminiclostridium E sp017624025	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium E sp017625405	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium E sp017635095	0	0	7	2	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ruminiclostridium E sp017635675	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium E sp017935365	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium E sp017941355	0	0	6	5	1	4	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0
Ruminiclostridium E sp017942025	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium E sp900539195	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium E sp900556525	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Ruminiclostridium E sp900768735	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Ruminiclostridium E sp902780695	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Ruminiclostridium E sp905235805	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0
Ruminiclostridium E sp910579265	0	0	1	1	0	3	0	0	14	12	0	0	4	0	1	2	3	2	0	0	0	0	0	0	0	0	0	1
Ruminiclostridium E sp910585505	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium E sp910588335	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Ruminobacter amylophilus	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Ruminobacter sp002309455	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminobacter sp017940385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ruminobacter sp900315145	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
Ruminococcus flavefaciens	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ruminococcus flavefaciens A	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
Ruminococcus flavefaciens AA	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
Ruminococcus flavefaciens B	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0
