#Classification	Sample #1	Sample #2	Sample #3	Sample #4	Sample #5	Sample #6	Sample #7	Sample #8	Sample #9	Sample #10	Sample #11	Sample #12	Sample #13	Sample #14	Sample #15	Sample #16	Sample #17	Sample #18	Sample #19	Sample #20	Sample #21	Sample #22	Sample #23	Sample #24	Sample #25	Sample #26	Sample #27	Sample #28
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__SYFN01|s__SYFN01 sp900299005	0	0	2	1	4	2	0	0	3	2	7	5	3	0	9	3	2	3	0	0	5	1	0	0	2	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__SYFN01|s__SYFN01 sp010024875	0	0	0	1	2	1	2	0	1	0	8	2	0	0	11	1	2	0	5	0	3	1	0	0	0	0	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__SYFN01|s__SYFN01 sp018882935	0	0	1	0	0	7	2	0	1	1	3	3	0	0	5	2	3	0	1	0	1	1	0	0	0	1	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__SYFN01|s__SYFN01 sp903846425	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__SYFN01|s__SYFN01 sp005800405	0	0	0	1	1	0	0	0	0	0	3	2	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__JAAFIY01	0	0	2	2	13	12	8	1	4	0	17	10	1	1	101	15	45	22	0	0	20	3	0	0	4	1	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__JAAFIY01|s__JAAFIY01 sp013297985	0	0	2	2	13	12	8	1	4	0	17	10	1	1	101	15	45	22	0	0	20	3	0	0	4	1	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__MESE01	0	0	3	1	2	2	0	0	3	1	3	1	5	0	6	3	3	6	10	1	6	1	0	0	7	0	1	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__MESE01|s__MESE01 sp001770855	0	0	3	1	2	2	0	0	3	1	3	1	5	0	6	3	3	6	10	1	6	1	0	0	7	0	1	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__WNDY01	0	0	0	1	9	6	1	1	2	0	24	5	3	0	15	5	5	0	6	0	4	2	0	1	5	0	5	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__WNDY01|s__WNDY01 sp009914555	0	0	0	1	9	6	1	1	2	0	24	5	3	0	15	5	5	0	6	0	4	2	0	1	5	0	5	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Verticiella	0	22	7	1	6	6	3	2	2	0	26	10	24	2	26	5	7	3	3	1	12	6	0	2	9	2	11	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Verticiella|s__Verticiella sediminum	0	0	6	1	3	4	2	2	2	0	13	4	24	2	13	3	6	2	2	1	11	3	0	2	4	2	2	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Verticiella|s__Verticiella sp018904615	0	22	1	0	3	2	1	0	0	0	7	3	0	0	13	2	1	1	1	0	1	3	0	0	5	0	9	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Acidovorax_F	0	0	2	1	3	2	0	0	1	1	18	6	2	0	21	3	7	1	4	0	4	4	0	0	14	6	4	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Acidovorax_F|s__Acidovorax_F monticola	0	0	2	1	3	2	0	0	1	1	18	6	2	0	21	3	7	1	4	0	4	4	0	0	14	6	4	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__RS62	0	0	2	4	8	0	11	0	4	3	15	4	0	0	34	4	22	14	0	0	4	2	0	0	1	2	3	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__RS62|s__RS62 sp002340675	0	0	0	1	4	0	1	0	1	1	6	1	0	0	12	2	5	8	0	0	1	2	0	0	1	0	3	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__RS62|s__RS62 sp000496475	0	0	2	3	4	0	10	0	3	2	9	3	0	0	22	2	17	6	0	0	3	0	0	0	0	2	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__AKCV01	0	1	2	1	14	8	2	2	3	0	8	1	3	0	7	0	5	0	2	0	3	0	0	0	321	49	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__AKCV01|s__AKCV01 sp000272025	0	1	2	1	14	8	2	2	3	0	8	1	3	0	7	0	5	0	2	0	3	0	0	0	321	49	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Mesosutterella	0	0	0	0	5	1	17	3	2	0	3	2	3	1	3	0	2	2	0	0	2	2	0	0	4	1	0	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Mesosutterella|s__Mesosutterella massiliensis	0	0	0	0	1	0	9	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Mesosutterella|s__Mesosutterella multiformis	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	2	0	0	2	1	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Mesosutterella|s__Mesosutterella sp902797695	0	0	0	0	3	0	0	0	1	0	0	1	3	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__SCMQ01	0	0	0	1	9	4	3	0	2	0	24	14	2	0	23	5	21	6	17	1	1	4	0	0	12	3	1	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__SCMQ01|s__SCMQ01 sp005503335	0	0	0	1	9	4	3	0	2	0	24	14	2	0	23	5	21	6	17	1	1	4	0	0	12	3	1	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Melaminivora_A	0	0	4	4	28	21	5	1	2	6	66	14	18	1	40	6	20	7	2	0	15	6	6	4	9	4	7	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Melaminivora_A|s__Melaminivora_A jejuensis	0	0	1	1	8	7	4	1	2	2	8	1	2	0	22	2	6	4	0	0	8	2	0	0	5	3	3	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Melaminivora_A|s__Melaminivora_A sp003008575	0	0	3	3	20	14	1	0	0	4	58	13	16	1	17	4	13	3	2	0	6	4	6	4	2	1	4	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Aquabacterium_B	0	0	4	1	7	0	0	1	5	1	13	9	4	1	7	3	5	3	8	0	3	2	0	0	11	1	4	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Aquabacterium_B|s__Aquabacterium_B tepidiphilum	0	0	4	1	7	0	0	1	5	1	13	9	4	1	7	3	5	3	8	0	3	2	0	0	11	1	4	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Advenella	0	0	10	10	26	15	14	3	10	5	37	11	10	4	64	12	42	13	5	0	17	11	3	0	18	2	14	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Advenella|s__Advenella kashmirensis_A	0	0	2	1	6	2	2	0	0	2	5	0	0	0	6	0	3	2	0	0	1	1	0	0	0	0	7	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Advenella|s__Advenella alkanexedens	0	0	1	0	0	1	0	0	0	0	4	1	0	0	4	0	3	1	0	0	3	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Advenella|s__Advenella sp003533245	0	0	0	0	0	1	5	0	0	0	6	2	0	2	1	1	2	0	0	0	0	1	0	0	4	0	2	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Advenella|s__Advenella sp012735395	0	0	2	1	3	2	0	0	2	0	1	0	0	0	4	2	2	1	0	0	0	0	0	0	1	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Advenella|s__Advenella incenata	0	0	1	0	6	0	0	0	0	0	7	0	2	0	1	0	10	4	2	0	1	1	0	0	1	0	2	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Advenella|s__Advenella mimigardefordensis	0	0	1	1	4	1	0	0	2	1	0	1	6	0	1	0	2	1	0	0	3	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Advenella|s__Advenella sp002810445	0	0	1	2	2	1	5	1	1	0	8	2	0	1	12	0	5	2	0	0	3	3	0	0	4	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Advenella|s__Advenella kashmirensis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	2	1	1	1	0	2	1	0	0	2	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Advenella|s__Advenella sp016595155	0	0	1	4	2	3	0	1	0	0	1	0	0	1	3	1	1	0	0	0	1	0	0	0	1	2	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Advenella|s__Advenella faeciporci	0	0	0	0	1	0	0	0	1	0	1	1	0	0	7	3	2	0	0	0	0	1	0	0	1	0	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Solimicrobium	0	0	3	1	6	6	2	0	7	2	13	6	1	1	11	5	7	6	1	0	12	4	0	0	1	1	2	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Solimicrobium|s__Solimicrobium sp903893945	0	0	2	0	1	1	0	0	1	1	6	2	0	0	4	1	2	2	0	0	3	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Solimicrobium|s__Solimicrobium sp903862415	0	0	0	1	1	3	0	0	3	0	0	0	0	1	0	1	4	1	0	0	3	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Solimicrobium|s__Solimicrobium aquaticum	0	0	0	0	2	0	0	0	2	0	0	2	1	0	3	1	0	0	0	0	3	0	0	0	1	1	0	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Solimicrobium|s__Solimicrobium sp903914535	0	0	0	0	0	1	0	0	0	1	0	1	0	0	3	0	0	2	0	0	2	2	0	0	0	0	2	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Solimicrobium|s__Solimicrobium silvestre	0	0	0	0	2	1	2	0	1	0	7	1	0	0	1	2	1	1	1	0	1	2	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__JAFEEF01	0	1	1	0	2	2	0	0	5	0	85	28	0	1	2	0	1	1	13	0	3	1	0	0	5	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__JAFEEF01|s__JAFEEF01 sp018241265	0	1	1	0	2	2	0	0	5	0	85	28	0	1	2	0	1	1	13	0	3	1	0	0	5	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Rhodoferax_B	0	1	4	3	18	5	14	1	8	4	30	8	17	3	75	9	32	5	26	1	8	5	0	0	20	8	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Rhodoferax_B|s__Rhodoferax_B koreense	0	0	1	2	7	1	7	1	2	0	12	7	5	1	11	3	8	1	18	1	0	1	0	0	12	5	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Rhodoferax_B|s__Rhodoferax_B sp900104385	0	1	3	1	11	4	7	0	6	4	18	1	12	2	64	6	24	4	7	0	8	4	0	0	8	3	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Diaphorobacter	0	0	4	3	8	5	89	10	3	3	4	5	17	1	19	6	18	3	9	2	9	12	35	2	219	33	18	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Diaphorobacter|s__Diaphorobacter nitroreducens	0	0	4	3	8	5	89	10	3	3	4	5	17	1	19	6	18	3	9	2	9	12	35	2	219	33	18	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Mycetohabitans	0	0	1	3	14	5	3	0	0	1	8	8	0	0	13	5	1	3	5	0	4	0	0	0	2	0	16	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Mycetohabitans|s__Mycetohabitans rhizoxinica	0	0	1	0	6	2	0	0	0	0	4	1	0	0	1	0	0	1	2	0	1	0	0	0	1	0	9	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Mycetohabitans|s__Mycetohabitans endofungorum	0	0	0	0	5	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Mycetohabitans|s__Mycetohabitans sp900155955	0	0	0	1	0	1	3	0	0	1	0	1	0	0	7	2	1	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Mycetohabitans|s__Mycetohabitans tarda	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Orrella	0	1	3	2	3	1	1	0	2	5	135	33	5	0	7	2	4	4	2	2	0	2	0	0	4	2	3	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Orrella|s__Orrella dioscoreae	0	1	3	2	3	1	1	0	2	5	135	33	5	0	7	2	4	4	2	2	0	2	0	0	4	2	3	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__JAGOEY01	0	0	1	0	6	2	10	0	3	0	4	2	0	0	16	4	11	4	1	0	3	1	0	0	7	3	3	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__JAGOEY01|s__JAGOEY01 sp017997515	0	0	1	0	6	2	10	0	3	0	4	2	0	0	16	4	11	4	1	0	3	1	0	0	7	3	3	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__JAAYGT01	0	0	1	0	3	1	0	0	1	0	6	1	0	0	15	4	2	2	0	0	1	3	0	0	39	12	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__JAAYGT01|s__JAAYGT01 sp012727555	0	0	1	0	3	1	0	0	1	0	6	1	0	0	15	4	2	2	0	0	1	3	0	0	39	12	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__JAABRC01	0	0	3	2	2	2	0	0	3	2	31	15	0	2	21	3	12	5	0	0	3	3	0	0	4	1	2	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__JAABRC01|s__JAABRC01 sp011391115	0	0	3	2	2	2	0	0	3	2	31	15	0	2	21	3	12	5	0	0	3	3	0	0	4	1	2	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__KK5	0	1	1	1	3	0	3	0	4	1	82	16	19	0	5	0	5	0	2	0	11	2	0	0	17	10	7	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__KK5|s__KK5 sp001984095	0	1	1	1	3	0	3	0	4	1	82	16	19	0	5	0	5	0	2	0	11	2	0	0	17	10	7	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__UBA2463	0	0	3	1	6	4	2	0	6	3	46	12	0	0	46	14	19	15	6	1	16	3	0	1	1	1	8	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__UBA2463|s__UBA2463 sp018401615	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	5	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__UBA2463|s__UBA2463 sp009646425	0	0	0	0	0	1	0	0	4	1	4	0	0	0	26	6	11	6	0	1	9	0	0	1	1	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__UBA2463|s__UBA2463 sp016868305	0	0	0	0	3	0	0	0	0	0	0	1	0	0	8	1	4	2	4	0	2	1	0	0	0	1	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__UBA2463|s__UBA2463 sp018402635	0	0	1	0	0	1	0	0	0	0	2	0	0	0	5	1	2	0	0	0	0	0	0	0	0	0	2	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__UBA2463|s__UBA2463 sp016868255	0	0	0	0	2	2	2	0	2	1	0	0	0	0	3	1	1	2	2	0	4	1	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__UBA2463|s__UBA2463 sp002342295	0	0	2	1	0	0	0	0	0	0	40	11	0	0	3	3	1	5	0	0	1	1	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__CAILRJ01	0	0	3	2	15	5	9	2	10	3	29	9	8	1	21	8	10	11	15	1	14	4	0	0	5	1	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__CAILRJ01|s__CAILRJ01 sp014376645	0	0	2	2	3	3	5	1	3	0	12	2	2	0	7	4	2	4	12	0	4	1	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__CAILRJ01|s__CAILRJ01 sp014377845	0	0	0	0	6	0	2	1	1	1	6	0	0	0	5	0	1	3	1	1	4	0	0	0	2	1	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__CAILRJ01|s__CAILRJ01 sp903836575	0	0	0	0	2	1	2	0	4	0	3	3	0	1	5	0	0	4	1	0	4	3	0	0	2	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__CAILRJ01|s__CAILRJ01 sp010365165	0	0	1	0	4	1	0	0	2	2	7	2	6	0	4	3	1	0	1	0	2	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__SXZD01	0	0	1	0	2	1	0	0	1	1	10	6	0	1	7	2	1	0	2	0	5	0	0	0	2	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__SXZD01|s__SXZD01 sp005788065	0	0	1	0	2	1	0	0	1	1	10	6	0	1	7	2	1	0	2	0	5	0	0	0	2	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Taylorella	0	0	0	1	3	2	0	2	1	0	4	1	0	0	5	1	0	1	0	0	1	0	0	0	1	1	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Taylorella|s__Taylorella equigenitalis	0	0	0	0	2	1	0	0	1	0	4	1	0	0	4	0	0	1	0	0	1	0	0	0	1	1	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Taylorella|s__Taylorella asinigenitalis	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Parapusillimonas	0	0	8	3	4	6	9	2	7	5	700	245	1	0	25	5	19	3	0	0	57	21	11	0	24	2	0	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Parapusillimonas|s__Parapusillimonas sp013416435	0	0	8	3	2	3	6	0	3	3	7	3	1	0	16	3	9	1	0	0	56	19	6	0	0	2	0	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Parapusillimonas|s__Parapusillimonas granuli	0	0	0	0	1	3	3	2	4	2	693	241	0	0	9	2	10	2	0	0	1	2	5	0	24	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Duodenibacillus	0	0	23	8	23	9	14	0	12	6	28	15	30	4	60	8	29	6	5	0	18	9	4	0	13	2	10	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Duodenibacillus|s__Duodenibacillus sp900542805	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	2	1	0	0	2	1	0	0	4	0	0	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Duodenibacillus|s__Duodenibacillus intestinigallinarum	0	0	0	0	0	0	2	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Duodenibacillus|s__Duodenibacillus sp900544335	0	0	1	0	2	0	0	0	0	0	3	0	0	1	1	0	3	0	0	0	0	2	0	0	2	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Duodenibacillus|s__Duodenibacillus sp900315045	0	0	1	0	1	0	0	0	2	1	1	1	0	0	4	1	1	0	0	0	3	2	4	0	1	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Duodenibacillus|s__Duodenibacillus massiliensis	0	0	0	2	0	1	0	0	3	0	1	1	5	1	3	1	1	0	0	0	2	0	0	0	0	0	3	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Duodenibacillus|s__Duodenibacillus sp900552915	0	0	0	1	0	1	0	0	1	0	4	1	0	0	13	2	4	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Duodenibacillus|s__Duodenibacillus sp900762555	0	0	10	1	7	2	0	0	0	0	2	3	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Duodenibacillus|s__Duodenibacillus sp017628205	0	0	3	0	0	0	1	0	0	1	2	2	0	0	2	0	4	0	0	0	2	1	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Duodenibacillus|s__Duodenibacillus sp003488465	0	0	1	0	1	1	0	0	0	0	3	0	0	0	2	1	1	1	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Duodenibacillus|s__Duodenibacillus sp002404465	0	0	0	2	0	2	3	0	1	1	2	0	5	0	3	0	1	0	0	0	2	1	0	0	0	1	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Duodenibacillus|s__Duodenibacillus sp900544255	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	3	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Duodenibacillus|s__Duodenibacillus sp900552545	0	0	2	1	4	0	0	0	0	0	0	1	1	0	5	0	0	1	0	0	0	1	0	0	2	0	0	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Duodenibacillus|s__Duodenibacillus intestinavium	0	0	0	1	0	0	6	0	1	0	5	5	0	0	4	1	3	2	0	0	1	0	0	0	0	0	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Duodenibacillus|s__Duodenibacillus sp900767875	0	0	1	0	0	2	2	0	1	1	1	0	19	2	10	0	5	1	5	0	2	0	0	0	1	0	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__JAFALK01	0	0	4	1	6	2	8	0	4	2	75	37	0	0	8	6	8	3	1	0	4	1	0	0	6	0	2	0
