Species	BAN001.A0101.SG1.1	BAN001.A0102.SG1.4	CDM019.A0101.SG1.1	CDM019.A0102.SG1.4	CDM020.A0101.SG1.1	CDM020.A0102.SG1.4	FUM001.A0101.SG1.1	FUM001.A0102.SG1.4	FUM002.A0101.SG1.1	FUM002.A0102.SG1.5	FUM003.A0101.SG1.1	FUM003.A0102.SG1.4	GDN001.A0101.SG1.1	GDN001.A0102.SG1.3	GOY005.A0101.SG1.2	GOY005.A0103.SG1.4	GOY006.A0101.SG1.2	GOY006.A0102.SG1.5	GUE001.A0101.SG1.1	GUE001.A0102.SG1.4	PES001.B0101.SG1.3	PES001.B0102.SG1.5	SPM002.A0101.SG1.1	SPM002.A0103.SG1.4	VLD001.A0101.SG1.1	VLD001.A0102.SG1.2	ZAF001.A0101.SG1.1	ZAF001.A0103.SG1.4
Pseudomonas E sp016651255	0	1	0	0	0	0	13	1	0	0	0	2	0	0	6	1	2	0	3	1	2409	387	0	1	1	0	1	0
Pseudomonas E sp900583165	5	0	0	0	0	0	26	1	0	0	1	1	0	0	22	2	29	9	0	0	5679	1015	1	0	1	1	2	0
Psychrobacter faecalis	161	190	0	0	0	0	28	15	0	2	11	2	6	3	65502	5361	804	335	1	1	17	4	10	8	5	2	112	106
Psychrobacter sp002377905	49	50	0	0	1	0	16	3	1	0	0	0	2	2	5930	462	146	71	0	0	8	0	0	3	2	3	33	32
Pusillimonas A sp014237865	0	0	6	18	18	51	34	6	30	18	74	37	0	2	2013	211	767	146	0	0	46	14	0	0	9	7	2	0
Puteibacter caeruleilacunae	0	1	0	3	0	4	18	3	0	1	0	2	0	9	4	2	236	58	3379	266	2	0	23	10	885	238	21	12
Pyramidobacter piscolens	0	0	921	1442	1056	2048	0	2	4	15	2	0	6	5	6	1	31	7	2	0	34	14	0	0	1	4	5	0
QFNR01 sp003248485	33	20	0	0	0	4	1357	447	182	288	1223	881	135	48	1662	183	1921	613	105	4	72	35	148	20	186	138	635	250
RCIZ01 sp016793485	0	2	1	0	1	1	6	2	2	1	2517	908	4	0	1	0	4	1	11	0	15	1	0	0	1	0	4	2
Rahnella aceris	11476	7265	1	0	2	3	91	16	2	2	10	4	21	2	22	0	14	1	7	0	13737	3480	0	2	1	2	10	1
Rahnella aquatilis	270	164	0	0	0	3	9	2	2	1	2	0	0	0	6	1	0	2	6	0	9477	2249	0	0	0	0	5	0
Rahnella inusitata	9	6	0	0	0	2	1	10	2	8	4	1	0	1	7	1	1	0	0	0	18355	4187	5	1	4	0	23	3
Rahnella sp004195115	3134	1915	1	3	2	2	0	0	0	0	1	0	0	0	20	1	10	0	3	1	392070	91217	0	0	0	0	6	0
Rahnella victoriana	3327	1903	0	1	2	2	501	35	0	0	3	1	6	0	12	0	4	1	0	0	930	214	0	0	0	0	153	31
Rhodococcus qingshengii	25	15	0	3	3	1	1677	98	14	3	48	10	87	20	120	8	27	2	243	13	45	1	164	31	55	20	116	26
Rhodoferax sp008015235	0	0	4	3	9	20	4	1	10	8	2218	971	22	2	216	20	122	21	0	0	27	6	0	0	9	1	0	3
Rothia aeria	22	24	468	728	3247	8434	567	79	43	32	230	81	23	6	6612	882	45591	6533	73	4	36832	6342	106	21	71	25	739	207
Rothia dentocariosa	43	46	652	1272	311	793	1771	252	176	96	1587	641	96	14	2914	224	4394	636	128	7	2943	523	298	77	195	112	2206	503
Rothia kristinae	1	1	6	10	12	17	99	12	14	7	2778	1062	22	0	75	5	721	60	8	0	67	15	18	2	1	5	57	6
Rothia sp001808955	34	16	0	4	6	23	479	75	19	6	252	63	88	6	392	10	127	13	6	0	52	10	62	11	135	79	1302	252
Rouxiella badensis	3	3	1	1	1	8	0	1	4	1	0	0	0	2	11	2	23	7	4	0	12201	2856	1	0	1	0	2	0
Rubrivivax sp001724995	0	0	2	2	8	13	6	0	6	4	1915	720	5	0	71	8	46	6	14	1	12	2	1	1	5	2	1	2
Rubrivivax sp013822265	2	0	1	1	1	8	17	2	2	5	4369	1692	0	2	46	9	35	8	18	1	9	3	0	0	4	3	4	2
S5-A14a sp900112915	0	0	335	1509	110	618	0	3	218	333	2	8	65	59	102	32	240	131	0	0	257	133	0	0	8	10	13	3
SDRW01 sp007845485	0	3	1753	6348	24217	137750	108	36	502	497	78	33	814	460	337	67	1161	327	3	0	1039	386	1	3	231	199	121	43
SSSZ01 sp016720065	0	0	8	8	11	24	0	0	17	6	2327	1287	0	1	29	2	19	10	4	0	12	1	0	0	3	1	1	0
Saccharimonas sp010202265	0	0	4654	11227	11465	35572	640	199	3478	3546	173	104	229	144	6011	965	4794	1235	0	0	1668	517	0	0	153	175	1	3
Saccharimonas sp013333625	0	0	6039	12536	2681	7473	1341	264	1927	1889	161	71	828	335	817	166	2236	590	0	0	5198	1526	5	0	144	63	36	11
Saccharimonas sp013333645	0	0	161	337	65	205	14	3	371	248	10	7	155	55	691	89	915	179	0	1	200	76	9	3	329	237	4	5
Saccharimonas sp013333795	0	0	5416	12204	2403	7279	1151	189	239	203	38	14	854	369	295	38	1189	331	0	0	3089	927	0	0	374	263	50	5
Saccharimonas sp013333845	0	0	7379	19758	2752	8066	1641	223	258	189	27	12	695	274	338	60	1659	430	0	0	4491	1413	0	0	42	35	28	2
Saccharimonas sp015257605	0	0	5664	12341	2350	6799	1007	205	254	178	21	26	804	315	280	30	1211	275	0	0	3069	829	0	0	100	74	21	6
Saccharimonas sp015257665	0	0	126	273	88	262	115	16	1111	644	96	51	96	29	1275	198	1303	281	3	0	486	112	6	0	110	37	19	3
Saccharimonas sp905365145	0	0	6653	14712	2995	8554	1665	331	497	425	68	49	1543	726	449	86	1993	453	0	0	4620	1333	0	1	116	98	21	10
Saccharimonas sp905371595	0	0	6285	14212	2746	7999	1260	260	500	454	54	30	894	398	445	70	1690	395	0	0	3482	996	0	0	115	78	38	12
Saccharimonas sp905372095	0	0	9032	20462	3584	10310	1642	308	397	338	50	35	1088	559	433	70	1948	499	0	0	4269	1172	0	0	120	104	26	8
Saccharimonas sp905372275	0	0	6982	15146	3209	9043	1642	307	341	327	50	28	1613	785	551	93	2372	661	0	0	4124	1139	0	0	122	99	32	10
Saccharimonas sp905373835	0	0	104	191	68	258	54	5	338	215	21	12	82	22	864	125	1020	222	0	0	155	38	0	1	14	4	11	5
Saccharopolyspora dendranthemae	6	3	2	1	2	1	50	7	14	6	36	12	95	11	10509	1196	79	9	20076	532	19	4	5	0	4	7	11	1
Saccharopolyspora endophytica	4	0	11	4	5	9	1343	318	11	0	19	11	81	15	696	80	24	4	1183	38	48	7	2	2	8	5	28	6
Selenomonas sp905372355	0	0	2184	3349	239	473	61	1	94	69	4	0	10	3	63	14	98	21	5	0	368	95	0	0	17	14	26	7
Selenomonas sp905373085	0	0	1854	3039	252	508	10	2	97	93	4	1	0	0	72	18	124	31	5	0	489	110	0	0	26	15	15	3
Selenomonas sputigena	0	0	4338	6754	421	969	27	7	152	116	3	2	0	0	92	23	158	40	0	0	531	134	0	0	25	28	22	2
Shewanella bicestrii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9008	755	2	0	1	0	1	0	6	4	2	0	12	9
Shewanella decolorationis	0	3	1	1	0	1	0	1	0	0	0	1	6	4	4390	367	1	1	3	4	1	0	1	2	1	1	11	6
Shewanella sp000014665	1	1	0	0	0	0	0	0	0	0	0	0	0	1	4309	348	1	1	0	0	1	0	7	5	2	1	10	4
Shewanella sp000203935	1	2	0	0	0	0	18	3	1	1	2	0	0	2	11576	1040	4	1	10	0	0	0	16	5	4	3	33	12
Shewanella xiamenensis	9	14	0	0	0	3	27	6	3	2	11	4	12	0	3511	312	4	4	3	0	9	4	8	8	16	10	77	33
Slackia exigua	0	1	9652	10867	1706	2642	431	78	467	320	9	4	50	23	84	8	172	33	0	0	3170	655	0	0	2963	1847	45	8
Sphingobacterium kitahiroshimense	703	1010	0	1	0	1	8	5	0	1	2	1	0	3	18	7	17	6	2	1	846	627	2	2	27	21	113	46
Sphingobium xenophagum	0	2	0	0	1	1	13	2	1	0	3271	1116	0	6	5	5	3	1	3	1	9	4	8	1	1	2	4	3
Spirillospora cremea	8	2	5	6	3	1	809	87	45	21	216	44	65	3	178	11	2352	201	117	8	54	9	1973	386	155	37	318	60
Staphylococcus auricularis	2	22	0	0	0	1	5690	2335	18	34	68	73	17	4	104	27	91	24	38	13	5	1	167	45	81	122	557	292
Staphylococcus capitis	124	310	0	0	0	2	16007	13466	97	231	3862	4296	75	79	941	168	1924	924	547	343	1151	754	4533	2619	284	459	1428	1468
Staphylococcus epidermidis	93	379	0	0	0	0	12652	9172	316	808	6653	8002	314	146	2407	454	2743	1212	683	323	421	303	2981	1632	1269	2117	3032	2583
Staphylococcus equorum	282	299	0	3	0	0	2191	1235	232	585	1840	1506	0	2	137	37	279	165	24	9	0	6	64	48	68	85	167	156
Staphylococcus haemolyticus	51	62	0	0	0	1	118	84	6	36	782	819	15	16	177	16	122	32	32	10	103	66	21	46	22	38	149	123
Staphylococcus hominis	68	178	0	0	0	0	1757	1200	16	52	4183	5271	77	39	998	166	404	162	132	51	110	95	203	207	146	310	805	927
Staphylococcus pseudoxylosus	2	1	0	0	0	1	548	309	55	128	412	360	0	2	29	8	1088	482	3	3	1	1	250	163	12	7	16	18
Staphylococcus saccharolyticus	12	20	0	1	0	5	2456	1496	40	81	770	807	15	21	790	55	114	44	20	6	14	10	7	12	246	477	72	97
Staphylococcus saprophyticus	1	11	0	1	0	0	1388	627	50	130	370	319	8	9	111	40	42	29	4	3	1	2	35	12	38	92	21	37
Staphylococcus succinus	26	34	1	3	0	1	990	327	70	179	625	497	1	3	7	1	30	21	1	0	4	4	18	17	7	19	23	26
Staphylococcus warneri	13	34	0	1	0	0	563	309	10	17	215	211	24	15	371	51	256	119	12	9	38	34	639	313	34	47	177	150
Staphylococcus xylosus	17	27	0	0	0	0	7037	4017	771	1594	5603	4678	16	3	1881	387	81	20	4	0	0	0	3348	2255	7	11	29	9
Streptococcus anginosus	0	1	623	2765	190	1297	44	18	48	59	13	19	7	4	162	37	124	60	4	1	1052	432	7	0	18	14	28	7
Streptococcus anginosus C	1	1	370	1370	86	433	142	23	93	143	29	27	0	4	165	63	181	91	0	0	896	358	0	0	26	32	28	14
Streptococcus australis A	0	0	94	329	158	628	149	47	91	120	19	17	0	1	266	110	208	122	0	0	496	188	1	2	39	23	6	5
Streptococcus constellatus	0	1	9469	37983	318	1708	342	108	227	331	82	51	8	3	499	166	488	253	0	0	3030	1075	3	2	95	107	20	17
Streptococcus constellatus A	0	0	479	2122	90	423	95	22	39	76	32	18	0	1	209	70	201	85	0	1	1145	386	0	0	23	22	4	6
Streptococcus cristatus	1	2	404	1261	564	2300	664	138	320	302	201	117	0	0	1282	311	895	289	0	0	9004	2259	1	0	86	70	39	13
Streptococcus cristatus A	0	1	300	1080	533	2102	701	140	341	398	267	136	0	1	1478	407	863	344	0	0	10632	2934	0	0	124	113	33	19
Streptococcus cristatus B	0	1	654	2366	910	3596	1082	291	598	719	318	163	10	0	2046	521	1517	552	0	0	14047	3718	0	1	245	231	45	15
Streptococcus cristatus C	0	4	353	1231	694	2982	683	162	326	364	218	132	0	2	1382	399	977	319	0	1	10056	2883	4	1	131	85	32	25
Streptococcus cristatus D	2	3	460	1368	676	2679	815	162	309	360	259	150	0	0	1469	414	891	293	1	0	10727	2791	0	0	110	89	27	20
Streptococcus cristatus E	1	1	433	1283	708	2648	871	158	337	350	223	132	7	0	1399	368	953	343	3	0	10001	2655	0	0	132	95	25	9
Streptococcus cristatus F	0	2	342	1170	575	2167	762	179	329	297	247	127	0	0	1297	330	875	272	0	0	10837	2810	0	0	124	147	33	13
Streptococcus cristatus G	0	2	1980	5958	1886	7487	1651	416	917	1098	290	140	5	2	1999	478	1955	657	0	0	15851	4191	0	0	447	437	49	13
Streptococcus gordonii	7	13	338	1451	1505	6202	941	209	263	309	476	263	21	0	2977	906	3798	1872	13	1	17845	4726	32	12	109	94	618	260
Streptococcus gordonii A	2	3	300	1439	890	4388	943	181	265	282	413	250	10	3	2669	765	3375	1667	7	0	16612	4428	19	14	108	65	356	155
Streptococcus intermedius	0	1	1065	4239	141	607	410	76	125	117	184	109	0	2	800	237	503	215	1	0	6070	1915	10	3	45	43	43	22
Streptococcus lactarius	1	1	79	241	114	453	94	28	25	30	24	10	0	0	160	42	625	217	0	0	983	321	8	0	7	2	17	3
Streptococcus massiliensis	1	0	63	260	81	451	146	62	86	114	60	29	0	1	388	105	285	87	0	0	1860	537	0	0	35	38	1	3
Streptococcus oralis BL	1	2	4	22	122	760	96	41	37	47	51	40	0	0	306	112	190	68	0	0	1528	559	5	0	11	12	26	13
Streptococcus oricebi	0	0	9	35	38	150	112	25	63	75	62	41	0	0	283	100	213	85	0	0	2200	681	0	0	16	8	2	0
Streptococcus panodentis	0	0	62	240	253	1171	1088	285	368	352	494	332	0	0	2776	874	1588	592	0	0	20625	5882	0	0	108	56	14	24
Streptococcus pseudopneumoniae J	0	0	65	158	176	819	51	20	21	37	8	6	0	0	215	69	84	61	0	0	890	397	53	16	5	7	9	3
Streptococcus sanguinis	1	2	142	450	2217	9147	2573	575	675	753	1370	774	14	8	7458	2121	3318	1135	12	0	55376	14691	10	4	187	111	140	72
Streptococcus sanguinis A	0	1	189	571	2631	10237	5040	955	1360	1421	2469	1405	24	4	14044	3441	6615	2124	0	0	96607	24031	2	2	257	197	134	97
Streptococcus sanguinis C	3	0	122	410	1751	6599	2681	605	670	723	1400	765	4	8	6932	1876	2997	979	9	2	52594	13677	7	3	170	117	126	61
Streptococcus sanguinis D	3	2	316	821	4141	16135	4707	976	1291	1355	2450	1405	0	5	13567	3483	6531	2146	0	0	99690	25543	10	5	270	159	150	98
Streptococcus sanguinis E	3	3	168	557	3168	12635	2963	668	875	872	1541	874	3	1	8814	2314	4023	1204	11	1	64025	16556	11	0	169	127	113	70
Streptococcus sanguinis F	1	1	185	497	2814	10777	3563	749	998	1127	1930	1087	0	0	10234	2692	4624	1407	3	0	73339	18544	0	2	182	108	109	67
Streptococcus sanguinis G	0	4	233	684	3277	13417	4096	981	1233	1266	2410	1340	22	4	12546	3404	5787	1846	0	0	90904	23761	1	4	214	138	165	86
Streptococcus sanguinis H	1	3	127	408	2149	8510	2931	656	815	871	1394	830	10	5	7666	2019	3622	1170	5	0	60928	15681	8	4	175	126	138	100
Streptococcus sanguinis I	1	0	319	1025	2651	10945	5084	1251	1592	1754	2928	1760	11	2	16089	4321	7726	2566	1	0	107930	28302	8	3	280	241	156	92
Streptococcus sinensis	0	0	27966	95782	24947	108208	21906	5849	16737	20526	1201	671	106	50	18176	5256	33977	12355	2	0	225840	63546	0	3	8766	7051	187	215
Streptococcus sp000220065	0	0	114	405	1566	7290	1020	272	228	280	386	200	4	0	2156	593	1169	453	0	0	15798	4258	0	1	79	49	33	35
Streptococcus sp000235485	0	1	73	221	86	445	19	8	32	38	15	18	0	0	248	89	150	67	0	0	978	407	0	1	8	7	6	2
Streptococcus sp015256435	1	2	23	100	125	667	64	20	21	31	29	14	0	0	151	76	72	36	2	0	1390	492	0	0	3	5	8	4
Streptococcus sp900766505	0	1	2	6	3	19	24	8	6	8	6	9	0	0	27	8	12	3	0	0	2157	1041	1	0	7	5	17	9
Streptococcus sp902460355	1	2	446	1565	641	2594	852	183	398	413	232	130	5	3	1597	410	1144	430	0	0	12199	3202	0	2	176	111	23	12
Streptococcus sp905221295	0	1	137	525	402	1875	36	17	42	39	5	7	0	0	157	58	86	56	0	0	359	178	1	1	15	17	10	2
Streptococcus sp905372115	1	4	266	768	4514	17581	3954	866	1086	1067	2034	1085	6	1	10825	2758	5293	1699	0	0	80841	20221	1	1	214	125	122	64
Streptococcus thermophilus	2	1	5	19	10	41	257	144	24	26	182	159	12	12	2513	282	237	83	25	2	204	115	426	89	34	34	85	30
Streptomyces actuosus A	14241	17185	4	1	7	9	9	6	9	5	3	1	75	14	2253	503	56	31	11	0	27	10	3	0	7	2	26	13
Streptomyces daqingensis	0	0	1	5	2	4	2	6	8	5	3	5	7	1	16	4	2580	551	195	9	33	6	0	0	4	3	142	45
Streptomyces mutabilis	1754	2305	3	2	2	0	164	147	17	20	147	148	34	7	332	67	126	76	34	6	35	9	34	19	15	30	35	26
TA-21 sp014523495	0	1	0	0	0	0	331	122	13	36	4174	3463	334	132	12	3	23	15	128	14	1	4	0	0	46	56	18	25
TA-21 sp014523595	0	4	0	8	0	0	33	7	0	1	50	60	0	1	16	1	554	252	2880	272	24	25	0	1	2	4	474	368
TH5896 sp009377575	4	2	8	30	0	7	6	0	3	4	3	3	2	0	748	119	6029	1956	11522	1287	2528	1213	3	0	13	14	1178	798
Tannerella forsythia	4	5	22626	47749	14364	40444	239	92	503	607	40	24	317	367	5629	1420	4710	1934	10	0	3084	1381	2	1	58	79	80	18
Tannerella forsythia A	0	0	5892	12776	3917	11416	94	39	181	229	14	5	134	76	1767	442	1449	602	1	0	934	433	0	0	26	27	1	0
Tannerella sp002890585	2	0	3953	5783	3674	6832	51	13	57	43	9	6	0	1	1961	258	1014	269	2	0	1106	288	1	0	15	2	41	5
Tannerella sp003033925	10	8	9171	14329	33141	61335	107	26	198	192	54	27	0	1	13566	1905	5187	1414	1	0	7554	1779	7	0	37	12	54	17
Tepidiphilus succinatimandens	201	79	3	2	4	6	218	92	4	5	43	43	32	17	35	3	2353	366	24	17	13	19	8	4	15	11	523	98
Thiomicrorhabdus sp013391695	0	0	1	1	0	3	9	0	1	1	2139	929	0	0	11	0	6	1	0	0	0	4	0	0	2	1	0	0
Treponema sp000775995	1	2	673	2128	853	2954	23	8	36	26	1	1	18	21	165	45	194	75	0	0	161	112	0	0	12	8	1	2
Treponema B denticola	0	0	3988	19128	2704	14709	318	148	80	158	20	16	221	423	346	142	573	379	0	0	2662	1755	0	1	183	165	3	3
Treponema B denticola A	0	1	1835	8392	1258	6687	90	72	61	107	6	8	200	227	171	74	287	189	0	0	1101	757	0	0	67	68	7	4
Treponema B putidum	0	0	738	3891	739	4593	61	23	22	30	9	5	92	97	81	34	144	92	0	0	445	289	0	0	27	32	9	1
Treponema B sp905372345	0	0	828	3473	588	2945	36	26	17	33	3	6	75	115	71	38	159	79	0	1	421	287	0	0	32	34	6	1
Treponema C lecithinolyticum	1	0	290	836	316	1245	38	18	10	3	9	2	66	79	14	4	51	26	0	0	156	62	0	2	7	6	3	8
Treponema C maltophilum	0	0	2573	5957	2166	5909	302	64	119	116	4	6	219	129	460	89	443	144	0	0	3085	1020	0	1	95	60	0	2
Treponema C sp905372025	3	0	3404	8110	2294	6469	310	75	106	127	9	5	686	470	453	121	539	181	1	0	3461	1217	0	0	85	47	2	0
Treponema D buccale	0	0	2777	5771	1076	3026	225	48	48	50	10	3	281	223	321	68	430	136	1	0	2722	904	0	0	97	77	2	3
Treponema D paredis	0	0	3457	6898	2887	7617	362	94	128	125	7	8	426	236	908	197	923	300	0	0	4544	1429	0	0	142	101	4	1
Treponema D parvum	1	0	500	1786	353	1291	8	4	17	24	2	0	42	13	31	4	59	16	0	0	471	175	0	0	58	28	1	0
Treponema D socranskii	0	1	4593	9868	1823	5051	109	29	36	31	5	4	202	161	207	45	262	92	0	0	1831	569	0	0	73	53	0	3
Treponema D sp014334325	0	2	1768	3618	1283	3243	104	24	31	23	1	5	112	64	165	51	207	61	0	1	1016	340	0	2	35	37	6	0
Treponema D sp014334335	0	0	418	1579	250	1031	6	6	3	15	0	1	0	6	10	4	36	13	0	0	45	26	0	0	4	4	6	12
UBA1181 sp900769555	1	2	2	1	0	1	9	1	0	2	2	1	7	6	5	2	3238	2324	2	0	0	0	0	1	1	1	2	15
VHBM01 sp016176745	0	0	5	56	1	3	186	105	30	74	23	19	0	1	2	0	280	133	3431	1293	625	309	0	0	2	2	7136	4518
VHBM01 sp016871975	0	0	2	16	0	0	34	8	7	9	6	3	0	0	0	0	40	20	440	203	324	169	0	0	0	0	991	621
Veillonella parvula	2	7	28	190	27	136	71	25	5	19	21	33	0	1	662	284	334	177	16	3	273	116	17	10	16	28	422	142
Veillonella parvula A	1	4	24	157	14	93	135	29	7	6	39	38	19	0	612	252	274	166	38	4	239	135	49	20	60	41	766	311
Veillonella sp900757715	1	6	27	135	14	89	37	7	18	17	36	31	0	1	1231	484	555	344	3	0	472	241	6	3	17	15	250	80
W11650 sp002999035	0	1	17875	43491	11505	36415	156	89	689	882	39	30	86	162	2548	706	3139	1456	0	0	1780	800	0	1	101	107	9	4
W11650 sp003858485	0	1	260	1022	138	987	20	9	107	160	6	4	365	434	179	71	330	200	0	0	284	166	0	0	54	59	2	0
W5053 sp000467935	0	0	15100	68692	5089	26490	185	106	877	1596	49	60	5580	7134	918	362	4341	2370	0	0	9401	5054	0	1	250	385	2	1
WRIP01 sp012520915	0	0	857	4375	155	979	0	1	407	595	25	16	34	68	83	13	336	142	0	0	631	278	0	1	0	3	0	1
Xanthomonas campestris	328	192	0	1	1	2	995	219	37	29	325	186	202	62	615	33	204	54	215	46	95	41	577	1427	74	117	356	204
Zoogloea sp002028455	1	1	3	5	3	1	5	3	3	1	14996	7745	0	0	62	4	16	4	0	0	141	45	2	0	38	29	11	1
